-37249 50380.2 57845.3
-76700.4 21631.5 -85362.3
-90762.2 -64359.8 -58513.5
16523.8 -75872.7 -19789.3
-58571.3 84702.8 -67685.5
93881.1 -43042.6 14637.6
79060.3 -61593.6 7692.58
-38351.4 -12776.9 4027
29888.2 73278.1 23693.7
-27322.8 -22812.5 99808.6
92772 82839.5 -94572.5
-39029.4 -11501.1 8879.47
-39899.2 57335 -3419.07
-73853.6 50438.5 24245.5
-33713.3 -29505.6 55452.1
-84822.1 -84071.6 67586.2
61500.8 -1526.46 -90187.2
-60335.5 -14014.2 -86006.8
-31115 -2048.82 98176.1
56512.7 -44698.2 -89552.5
-48216.5 -2848.08 29505.8
82470.4 81047.4 -12107
77039.6 -34729.6 -82384.5
77781.9 46490.6 -85309.2
86217.5 -22121.6 -9479.97
55123 -60291.4 53314.2
71718.2 63687.6 81504.5
70425.2 -17991.8 -56099.6
94638.3 -37222 -7624.36
46368.7 62131.2 -61593.2
-41701.9 18009.3 42760.2
-92852.9 -66968.2 -9293.74
59286.4 54694 81073.8
45297.9 -57352 89636.9
-3165.82 -82678.4 47179.4
-41229.2 -24302.8 -48121.1
-70015.1 -77089.1 -52157.4
-81541.1 86731.8 -21767.4
67034 -31977.6 -39.3254
-82408.7 35228.1 87235
-46177.3 67979.9 27670.7
-98945.2 39620.4 84325.4
-83325.6 1268.46 -27198
-1914.87 94449.5 -96296.1
-33412.1 -43743.8 55486.2
40842 23057.7 37054.1
-86420.5 38587.1 40638.2
-22227.6 83671.3 79883
8602.39 89277.4 -87743.6
53723.8 61660.9 21964.9
17860 60115.9 3528.5
-68652.1 40924.3 82533.5
94025.3 -56412.7 5586.7
79208.8 -31797.1 -67729.2
17017.4 5742.95 -65742.1
-34602.5 36239.1 -55728.5
-88515.7 4706.74 -6084.15
28195.7 33703.4 -25670
26767.6 93626.6 52521
-72630.7 -87418.9 80472.7
1417.26 71574.7 -82059.3
46901.9 -87229.6 64104
23966.1 -51660.1 -73499.6
4635.3 -65185 2052.11
-16038.6 -4099.74 -94895.3
-77825.9 -92390 -3985.02
52233.6 -41008.9 -47172.7
-53708.4 36346.7 -48816.2
31056.4 24556.7 72202.7
56426.5 92328.7 -33665.5
80373.8 -76013.8 73365.2
97409.9 -6668.8 -99581.4
-64773.4 -98011.1 84259.6
-56479.9 -13249.5 87582
36950.6 -74069 47008.3
-94278 44834.2 51119.4
-22502.9 9203.05 10817
98604.1 42221.5 12740.8
-88830.9 -43630.2 -48525.2
-96552.1 -75102.6 18289.9
23324.9 -3576.3 68015.4
-898.061 22936.9 186.327
-33999.2 -56358.9 -82001.1
-19570.2 -54241.1 83146.3
94392.2 91709.2 99113
-78466.6 45254.8 38988.6
-76990.2 -35566.7 -33754
94867.3 72616.2 -21572.5
27670.5 -94344.8 -8071.26
92099.8 48618.5 5948.97
92673.1 -57725.4 26221.8
-60250.7 9894.92 -7868.97
46086.9 -65499.6 22289.9
47719.8 5894.38 -11471.4
-63628.7 -67073.1 -40336.6
51715.3 -40614.2 -46122.7
97626.6 -96125.5 54423.1
35253.5 60847 -75810.3
-88410.1 -83010 27201.6
58115.9 95321.1 -98793.9
-76836.1 20478 -50295.5
-52246.5 6791.2 -35381.4
-20870.9 -45960.6 14134.2
-58908.3 72686 63398.2
95494.6 9905.84 -62033.4
60291.6 -15702.7 -56166.1
67428 78068.5 -58982.9
-12632.2 78488.1 18297.7
-87663.9 86496.7 34300.3
-71748.7 -73114 15845.9
-69619.5 -61847.6 -90570.3
-34012.2 68852.6 -84953.9
14812.7 -68392.4 3218.94
16535.2 10603.7 -7210.82
-76796 21965.2 97507.2
-62287.2 -10767.7 93703.3
-98441.5 -41516.5 -99540.9
-97270.3 29575.9 -14100.9
-57928.6 -73523.8 -62012.1
33332.7 -37804.7 28616.6
-63605.1 84017.4 26436.4
31976.4 -47459.9 84219.4
-17516.7 -63412.5 36124.5
85412.8 4302.84 16971.5
81817.4 -20574.7 -23676.3
42917.1 -69480.9 23123.1
29286.6 -57034.3 47539.7
9145.37 -86508.2 19838.7
-57021.6 -12180.5 96910
65894.8 90208.9 69217.4
-43270 79101.7 91495.8
-27829 81553.5 8960.24
-95044.5 -18538.5 -22811.7
